Pitch (deg),Motor Speed (deg/sec)
0.0,711.6931529880193
6.362600362600362,734.490561634122
13.48773217454699,677.7499741841547
20.777981371166558,665.4695214256717
27.786914354849543,660.6387582525433
34.544259453509454,656.3551694295975
41.23948940497089,648.4368731845117
47.850693259758074,646.6672025952463
54.76117292823774,645.232515828062
62.14441142430957,642.4439813024076
69.91978554778552,585.3772210558835
78.15712924112921,590.6377067382767
